shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,late_delivery_risk
Standard Class,North Balochistan,Balochistan,Cameras,Electronics,Consumer,PAYMENT,6,3,0.049,42546.33,121384.68,40461.56,0,1,21,3,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Same Day,Rural Sindh,Sindh,GPS & Navigation,Automotive,Consumer,TRANSFER,0,5,0.188,42679.1,173277.15,34655.43,0,1,8,1,0.5224103055466837,0.5220072294280247,0.4316920322291853,1
Standard Class,South Balochistan,Balochistan,Snacks,Food,Consumer,PAYMENT,7,2,0.21,45151.62,71339.56,35669.78,1,1,5,8,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Standard Class,North Balochistan,Balochistan,Women's Fashion,Clothing,Home Office,CASH,7,3,0.184,255851.57,626324.64,208774.88,0,1,9,12,0.6475729301995985,0.655679392933365,0.7366829702089818,0
First Class,Capital Territory,Federal,Laptops,Electronics,Corporate,CASH,3,3,0.217,293364.58,689113.4,229704.47,0,1,10,8,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
Second Class,Rural Sindh,Sindh,Car Accessories,Automotive,Home Office,CASH,3,3,0.327,12801.52,25846.27,8615.42,0,1,12,9,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
First Class,North KPK,KPK,Beverages,Food,Corporate,DEBIT,2,1,0.041,186155.98,178523.58,178523.58,0,1,12,2,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
First Class,Rural Sindh,Sindh,Men's Fashion,Clothing,Corporate,TRANSFER,2,3,0.185,47535.8,116225.03,38741.68,0,1,21,6,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
First Class,Central Punjab,Punjab,Grocery,Food,Corporate,DEBIT,3,1,0.106,226287.48,202301.01,202301.01,0,1,5,11,0.4820809248554913,0.479179810725552,0.5351926799225761,0
Standard Class,Northern Areas,Federal,Personal Care,Health,Corporate,DEBIT,6,1,0.294,138882.84,98051.29,98051.29,1,1,19,6,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Second Class,North Balochistan,Balochistan,Outdoor Sports,Sports,Corporate,TRANSFER,5,4,0.29,218772.24,621313.16,155328.29,1,1,16,12,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Standard Class,Capital Territory,Federal,Music,Books & Media,Corporate,TRANSFER,6,5,0.139,290923.21,1230612.4494,246122.49,0,1,18,11,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
First Class,Urban Sindh,Sindh,Accessories,Clothing,Corporate,TRANSFER,3,5,0.024,74716.69,364617.45,72923.49,1,1,10,5,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Same Day,North Punjab,Punjab,Snacks,Food,Home Office,CASH,1,1,0.241,45151.62,34270.08,34270.08,0,1,5,6,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
First Class,Central Punjab,Punjab,Vitamins,Health,Consumer,DEBIT,3,5,0.227,226322.55,874736.66,174947.33,0,1,11,4,0.4820809248554913,0.479179810725552,0.5351926799225761,1
Standard Class,South Punjab,Punjab,Kitchen,Home & Garden,Home Office,CASH,6,4,0.115,181511.1,642549.29,160637.32,0,1,20,1,0.4820809248554913,0.487797147385103,0.7366829702089818,0
Standard Class,Capital Territory,Federal,Medical Supplies,Health,Home Office,CASH,6,2,0.114,245986.83,435888.66,217944.33,0,1,18,11,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
Standard Class,Urban Sindh,Sindh,Car Accessories,Automotive,Corporate,TRANSFER,5,2,0.347,241690.11,315647.28,157823.64,0,1,4,10,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Second Class,North Balochistan,Balochistan,Car Accessories,Automotive,Home Office,TRANSFER,3,1,0.073,106039.18,98298.32,98298.32,0,1,7,11,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Same Day,North Punjab,Punjab,Garden Tools,Home & Garden,Consumer,PAYMENT,1,5,0.137,141417.31,610215.69,122043.14,0,1,10,5,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Standard Class,North Punjab,Punjab,Men's Fashion,Clothing,Consumer,DEBIT,4,2,0.191,232532.73,376237.96,188118.98,0,1,18,2,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
First Class,North Balochistan,Balochistan,Grocery,Food,Home Office,CASH,3,4,0.189,226287.48,734076.59,183519.15,1,1,23,11,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Standard Class,Rural Sindh,Sindh,Tools & Equipment,Automotive,Corporate,PAYMENT,6,1,0.334,234283.35,156032.71,156032.71,0,1,11,8,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
Standard Class,Rural Sindh,Sindh,Vitamins,Health,Corporate,PAYMENT,7,4,0.137,292680.63,1010333.53,252583.38,0,1,11,4,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
Second Class,Rural Sindh,Sindh,Outdoor Sports,Sports,Corporate,TRANSFER,5,5,0.311,36118.43,124427.99,24885.6,1,1,13,10,0.5224103055466837,0.5220072294280247,0.6605610122997965,1
First Class,Northern Areas,Federal,Laptops,Electronics,Consumer,DEBIT,2,4,0.34,75482.21,199273.03,49818.26,0,1,13,7,0.7340503544365681,0.7303862035462716,0.5351926799225761,0
Standard Class,Northern Areas,Federal,Outdoor Sports,Sports,Corporate,TRANSFER,6,3,0.188,44802.13,109137.99,36379.33,1,1,7,11,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
First Class,North Balochistan,Balochistan,Kitchen,Home & Garden,Home Office,PAYMENT,2,1,0.331,181511.1,121430.93,121430.93,0,1,11,2,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Second Class,South Balochistan,Balochistan,Outdoor Sports,Sports,Consumer,CASH,4,2,0.079,36118.43,66530.15,33265.07,0,1,6,3,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
First Class,South Balochistan,Balochistan,Personal Care,Health,Corporate,CASH,2,5,0.167,140170.78,583811.3,116762.26,0,1,0,7,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Same Day,South Punjab,Punjab,Tools & Equipment,Automotive,Corporate,DEBIT,1,2,0.259,188047.63,278686.59,139343.3,1,1,12,4,0.4820809248554913,0.487797147385103,0.4316920322291853,0
First Class,South Balochistan,Balochistan,Vitamins,Health,Corporate,DEBIT,3,2,0.18,7033.39,11534.76,5767.38,0,1,4,9,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Same Day,Urban Sindh,Sindh,Women's Fashion,Clothing,Corporate,PAYMENT,0,1,0.107,105322.16,94052.69,94052.69,1,1,21,8,0.5224103055466837,0.522814498933902,0.4316920322291853,1
Second Class,Central Punjab,Punjab,Women's Fashion,Clothing,Consumer,DEBIT,4,2,0.093,94317.02,171091.07,85545.54,0,1,0,7,0.4820809248554913,0.479179810725552,0.6605610122997965,0
Standard Class,South Punjab,Punjab,Laptops,Electronics,Consumer,TRANSFER,6,3,0.035,261536.26,757147.47,252382.49,0,1,11,9,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Second Class,Rural Sindh,Sindh,Personal Care,Health,Consumer,DEBIT,4,1,0.296,243491.28,171417.86,171417.86,0,1,5,8,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
First Class,South KPK,KPK,Men's Fashion,Clothing,Corporate,CASH,2,5,0.211,263551.2,1039709.48,207941.9,1,1,20,2,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
First Class,South KPK,KPK,GPS & Navigation,Automotive,Corporate,DEBIT,3,3,0.25,104396.7,234892.57,78297.52,0,1,12,1,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Second Class,Rural Sindh,Sindh,Snacks,Food,Consumer,CASH,3,2,0.283,195913.34,280939.73,140469.86,0,1,12,7,0.5224103055466837,0.5220072294280247,0.6605610122997965,1
Second Class,Central Punjab,Punjab,Mobiles & Tablets,Electronics,Consumer,TRANSFER,4,3,0.301,89861.39,188439.33,62813.11,0,1,8,1,0.4820809248554913,0.479179810725552,0.6605610122997965,0
First Class,Rural Sindh,Sindh,Vitamins,Health,Corporate,CASH,2,4,0.021,163917.03,641899.09,160474.77,0,1,18,6,0.5224103055466837,0.5220072294280247,0.5351926799225761,0
Same Day,Central Punjab,Punjab,Women's Fashion,Clothing,Corporate,DEBIT,1,1,0.321,18205.1,12361.26,12361.26,1,1,8,7,0.4820809248554913,0.479179810725552,0.4316920322291853,0
Same Day,Urban Sindh,Sindh,Medical Supplies,Health,Corporate,TRANSFER,1,3,0.31,245986.83,509192.74,169730.91,0,1,5,8,0.5224103055466837,0.522814498933902,0.4316920322291853,0
First Class,Urban Sindh,Sindh,Beverages,Food,Consumer,TRANSFER,2,5,0.156,286697.35,1209862.82,241972.56,1,1,10,9,0.5224103055466837,0.522814498933902,0.5351926799225761,1
First Class,North Punjab,Punjab,Snacks,Food,Corporate,TRANSFER,3,4,0.02,207099.28,811829.18,202957.3,0,1,13,10,0.4820809248554913,0.4793103448275862,0.5351926799225761,1
Second Class,North Balochistan,Balochistan,Vitamins,Health,Consumer,PAYMENT,3,3,0.062,7033.39,19791.96,6597.32,0,1,15,11,0.6475729301995985,0.655679392933365,0.6605610122997965,0
First Class,South KPK,KPK,Movies & TV,Books & Media,Corporate,PAYMENT,3,5,0.34,205782.61,679082.61,135816.52,1,1,20,12,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Same Day,Rural Sindh,Sindh,Beverages,Food,Consumer,CASH,0,2,0.34,134425.94,177442.24,88721.12,0,1,23,12,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Same Day,South Punjab,Punjab,Personal Care,Health,Corporate,PAYMENT,0,1,0.057,268260.52,252969.67,252969.67,0,1,1,6,0.4820809248554913,0.487797147385103,0.4316920322291853,1
Standard Class,South KPK,KPK,Car Accessories,Automotive,Home Office,TRANSFER,5,2,0.194,50266.11,81028.97,40514.48,0,1,16,5,0.5953805774278215,0.5967233774417139,0.7366829702089818,0
Same Day,North KPK,KPK,Fitness Equipment,Sports,Corporate,PAYMENT,0,2,0.318,80481.7,109777.04,54888.52,1,1,3,9,0.5953805774278215,0.5940386230058774,0.4316920322291853,1
Same Day,Urban Sindh,Sindh,Car Accessories,Automotive,Home Office,TRANSFER,1,1,0.238,88648.15,67549.89,67549.89,0,1,16,2,0.5224103055466837,0.522814498933902,0.4316920322291853,0
First Class,South Balochistan,Balochistan,Books,Books & Media,Consumer,CASH,2,3,0.145,249647.76,640346.5,213448.83,0,1,12,11,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Standard Class,North Balochistan,Balochistan,Accessories,Clothing,Consumer,PAYMENT,4,2,0.07,77053.93,143320.31,71660.16,0,1,2,6,0.6475729301995985,0.655679392933365,0.7366829702089818,0
Standard Class,Northern Areas,Federal,Furniture,Home & Garden,Corporate,DEBIT,6,5,0.2,88140.67,352562.68,70512.54,0,1,15,6,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
First Class,North KPK,KPK,Garden Tools,Home & Garden,Corporate,CASH,3,1,0.013,281515.65,277855.95,277855.95,0,1,21,4,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
Same Day,Northern Areas,Federal,Beverages,Food,Corporate,CASH,0,4,0.012,186155.98,735688.43,183922.11,0,1,10,3,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Same Day,South Punjab,Punjab,Outdoor Sports,Sports,Consumer,PAYMENT,1,2,0.32,219210.23,298125.91,149062.95,0,1,6,7,0.4820809248554913,0.487797147385103,0.4316920322291853,0
First Class,Central Punjab,Punjab,GPS & Navigation,Automotive,Corporate,CASH,3,3,0.262,236579.77,523787.61,174595.87,0,1,12,6,0.4820809248554913,0.479179810725552,0.5351926799225761,1
Standard Class,Central Punjab,Punjab,Medical Supplies,Health,Home Office,CASH,5,1,0.195,284124.84,228720.5,228720.5,0,1,14,10,0.4820809248554913,0.479179810725552,0.7366829702089818,0
Second Class,Rural Sindh,Sindh,Snacks,Food,Corporate,CASH,4,5,0.097,274121.4,1230612.4494,246122.49,0,1,5,6,0.5224103055466837,0.5220072294280247,0.6605610122997965,1
Same Day,North KPK,KPK,Tools & Equipment,Automotive,Consumer,PAYMENT,0,3,0.017,80600.94,237692.17,79230.72,0,1,16,7,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
First Class,North Balochistan,Balochistan,Grocery,Food,Home Office,TRANSFER,2,1,0.246,210649.36,158829.62,158829.62,0,1,17,5,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Second Class,South KPK,KPK,Books,Books & Media,Corporate,TRANSFER,4,3,0.242,286197.16,650812.34,216937.45,1,1,13,12,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
First Class,Rural Sindh,Sindh,Books,Books & Media,Home Office,PAYMENT,2,5,0.334,107907.38,359331.58,71866.32,0,1,9,1,0.5224103055466837,0.5220072294280247,0.5351926799225761,0
Same Day,North Balochistan,Balochistan,Bedding,Home & Garden,Consumer,PAYMENT,1,5,0.034,47634.61,230075.17,46015.03,0,1,16,6,0.6475729301995985,0.655679392933365,0.4316920322291853,1
Same Day,South Balochistan,Balochistan,Fitness Equipment,Sports,Home Office,DEBIT,0,1,0.056,73975.12,69832.51,69832.51,0,1,1,1,0.6475729301995985,0.6395294117647059,0.4316920322291853,0
Same Day,North Punjab,Punjab,Team Sports,Sports,Consumer,TRANSFER,0,4,0.12,180510.84,635398.16,158849.54,0,1,10,11,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Second Class,South Balochistan,Balochistan,GPS & Navigation,Automotive,Home Office,TRANSFER,3,2,0.164,247724.23,414194.91,207097.46,0,1,12,12,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Second Class,Northern Areas,Federal,Mobiles & Tablets,Electronics,Home Office,CASH,4,2,0.009,205265.21,406835.65,203417.82,1,1,3,11,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
First Class,South KPK,KPK,Car Accessories,Automotive,Consumer,TRANSFER,2,2,0.006,106039.18,210805.89,105402.94,0,1,2,2,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
First Class,North Punjab,Punjab,Men's Fashion,Clothing,Home Office,TRANSFER,2,4,0.151,159695.38,542325.51,135581.38,0,1,20,2,0.4820809248554913,0.4793103448275862,0.5351926799225761,1
Standard Class,South KPK,KPK,Bedding,Home & Garden,Home Office,TRANSFER,6,3,0.24,293591.04,669387.57,223129.19,0,1,4,8,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Second Class,South KPK,KPK,Vitamins,Health,Corporate,CASH,5,2,0.349,157450.33,205000.33,102500.16,0,1,14,12,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
Standard Class,Urban Sindh,Sindh,Music,Books & Media,Consumer,DEBIT,7,1,0.336,64063.36,42538.07,42538.07,0,1,6,3,0.5224103055466837,0.522814498933902,0.7366829702089818,1
First Class,South Balochistan,Balochistan,Accessories,Clothing,Home Office,TRANSFER,3,4,0.168,233913.58,778464.39,194616.1,0,1,20,11,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Same Day,South KPK,KPK,Furniture,Home & Garden,Corporate,DEBIT,0,4,0.215,265961.33,835118.58,208779.64,1,1,7,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Standard Class,South KPK,KPK,Team Sports,Sports,Home Office,PAYMENT,5,1,0.104,13569.83,12158.57,12158.57,0,1,3,9,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
First Class,Capital Territory,Federal,Men's Fashion,Clothing,Consumer,CASH,3,5,0.099,95403.19,429791.37,85958.27,0,1,23,5,0.7340503544365681,0.7377613776137761,0.5351926799225761,0
Second Class,North Punjab,Punjab,Music,Books & Media,Consumer,PAYMENT,3,1,0.264,2783.97,2049.0,2049.0,0,1,22,10,0.4820809248554913,0.4793103448275862,0.6605610122997965,1
Second Class,North KPK,KPK,Men's Fashion,Clothing,Home Office,DEBIT,3,5,0.177,216371.24,890367.65,178073.53,1,1,16,7,0.5953805774278215,0.5940386230058774,0.6605610122997965,0
Standard Class,Capital Territory,Federal,Furniture,Home & Garden,Consumer,TRANSFER,5,1,0.027,131165.49,127624.02,127624.02,1,1,23,9,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
First Class,North Balochistan,Balochistan,Books,Books & Media,Consumer,DEBIT,3,2,0.344,116531.8,152889.72,76444.86,0,1,21,11,0.6475729301995985,0.655679392933365,0.5351926799225761,0
Second Class,Capital Territory,Federal,Books,Books & Media,Home Office,CASH,4,3,0.024,149770.43,438527.82,146175.94,0,1,18,4,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Same Day,North Punjab,Punjab,Laptops,Electronics,Corporate,TRANSFER,0,4,0.137,74436.69,256955.45,64238.86,0,1,5,5,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Standard Class,South KPK,KPK,Fitness Equipment,Sports,Consumer,PAYMENT,6,3,0.24,79875.18,182115.41,60705.14,0,1,13,2,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Standard Class,Central Punjab,Punjab,Books,Books & Media,Home Office,CASH,7,5,0.223,78351.71,304396.39,60879.28,0,1,2,12,0.4820809248554913,0.479179810725552,0.7366829702089818,1
Standard Class,North KPK,KPK,Kitchen,Home & Garden,Home Office,PAYMENT,5,5,0.095,37703.1,170606.53,34121.31,1,1,6,5,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Standard Class,South KPK,KPK,Tools & Equipment,Automotive,Corporate,TRANSFER,6,5,0.058,55994.28,263733.06,52746.61,0,1,14,12,0.5953805774278215,0.5967233774417139,0.7366829702089818,0
First Class,North Punjab,Punjab,Garden Tools,Home & Garden,Consumer,DEBIT,3,2,0.343,141417.31,185822.35,92911.18,0,1,2,4,0.4820809248554913,0.4793103448275862,0.5351926799225761,1
Standard Class,Northern Areas,Federal,Books,Books & Media,Home Office,CASH,7,3,0.169,286197.16,713489.52,237829.84,1,1,6,8,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Second Class,South Punjab,Punjab,Snacks,Food,Home Office,PAYMENT,3,2,0.126,274121.4,479164.21,239582.1,0,1,8,5,0.4820809248554913,0.487797147385103,0.6605610122997965,0
Same Day,Central Punjab,Punjab,Furniture,Home & Garden,Corporate,CASH,0,3,0.25,265961.33,598412.99,199471.0,0,1,13,8,0.4820809248554913,0.479179810725552,0.4316920322291853,0
Second Class,Central Punjab,Punjab,Audio,Electronics,Home Office,PAYMENT,3,5,0.227,237943.7,919652.4,183930.48,1,1,1,7,0.4820809248554913,0.479179810725552,0.6605610122997965,0
Standard Class,North Balochistan,Balochistan,Men's Fashion,Clothing,Consumer,CASH,6,2,0.067,248368.78,463456.14,231728.07,0,1,3,4,0.6475729301995985,0.655679392933365,0.7366829702089818,0
Second Class,North Punjab,Punjab,Snacks,Food,Consumer,CASH,5,2,0.243,182025.08,275585.97,137792.98,1,1,1,7,0.4820809248554913,0.4793103448275862,0.6605610122997965,1
Same Day,South KPK,KPK,Furniture,Home & Garden,Consumer,CASH,1,5,0.314,90348.94,309896.86,61979.37,1,1,17,3,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Standard Class,Northern Areas,Federal,Movies & TV,Books & Media,Corporate,TRANSFER,6,5,0.219,94435.25,368769.65,73753.93,0,1,9,8,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,South Balochistan,Balochistan,Music,Books & Media,Corporate,PAYMENT,4,2,0.086,135613.71,247901.86,123950.93,0,1,16,5,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Standard Class,North Balochistan,Balochistan,Audio,Electronics,Home Office,CASH,5,4,0.001,128189.4,512244.84,128061.21,0,1,12,6,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Same Day,North Balochistan,Balochistan,Tools & Equipment,Automotive,Consumer,CASH,1,3,0.129,96526.15,252222.83,84074.28,1,1,8,7,0.6475729301995985,0.655679392933365,0.4316920322291853,1
Standard Class,Central Punjab,Punjab,Grocery,Food,Home Office,PAYMENT,5,5,0.026,102625.69,499787.11,99957.42,1,1,20,2,0.4820809248554913,0.479179810725552,0.7366829702089818,1
Same Day,Urban Sindh,Sindh,Books,Books & Media,Consumer,CASH,0,4,0.148,66147.96,225432.25,56358.06,0,1,0,7,0.5224103055466837,0.522814498933902,0.4316920322291853,1
Standard Class,Urban Sindh,Sindh,Fitness Equipment,Sports,Corporate,PAYMENT,6,1,0.282,152861.58,109754.61,109754.61,1,1,16,12,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Same Day,North Punjab,Punjab,Outdoor Sports,Sports,Home Office,PAYMENT,0,4,0.3,135414.67,379161.08,94790.27,0,1,10,5,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Same Day,Rural Sindh,Sindh,Footwear,Clothing,Home Office,DEBIT,1,1,0.328,136142.87,91488.01,91488.01,0,1,2,8,0.5224103055466837,0.5220072294280247,0.4316920322291853,1
First Class,North Punjab,Punjab,Music,Books & Media,Corporate,CASH,2,4,0.064,249136.08,932765.48,233191.37,0,1,20,10,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
Same Day,Central Punjab,Punjab,Cameras,Electronics,Corporate,TRANSFER,0,5,0.306,178173.98,618263.71,123652.74,0,1,8,2,0.4820809248554913,0.479179810725552,0.4316920322291853,0
Standard Class,North KPK,KPK,Medical Supplies,Health,Corporate,CASH,4,1,0.198,265967.84,213306.21,213306.21,0,1,17,4,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
First Class,Rural Sindh,Sindh,GPS & Navigation,Automotive,Consumer,DEBIT,2,2,0.292,126341.84,178900.05,89450.02,1,1,13,11,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
Standard Class,Rural Sindh,Sindh,Cameras,Electronics,Consumer,DEBIT,5,2,0.138,101962.3,175783.01,87891.5,0,1,18,5,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
